0.5,-1.503953,0.979293,2.766647,0.978019,2.784686
0.5832645197880583,-1.1651595,0.956553,2.12135,0.958226,2.173002
0.6803950000871885,-1.096775,0.899081,1.956069,0.894812,1.881355
0.7937005259840998,-1.0789745,0.839261,1.771008,0.843245,1.783354
0.9258747122872905,-0.819673,0.852326,1.509156,0.854286,1.503028
1.080059738892306,-0.2349715,0.933325,1.102772,0.939321,1.101103
1.2599210498948732,-0.4365775,0.869409,1.164836,0.853015,1.166171
1.469734492275599,-0.518275,0.803,1.151634,0.802721,1.148149
1.7144879657061458,-0.6178915,0.724212,1.111957,0.723486,1.109726
2.0,-0.7165075,0.665746,1.076021,0.642325,1.073059
